"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"1295","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","822","23","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"1296","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","829","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1297","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","829","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1298","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","830","12","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1299","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","831","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1300","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","831","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1301","5","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","832","19","UnusedLocalVariable","Variable 'summary' defined but not used","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"1302","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","841","18","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1303","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","842","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1304","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","842","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1305","5","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","844","15","UnusedLocalVariable","Variable 'price' defined but not used","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"1306","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","848","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1307","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","848","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1308","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","850","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1309","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","850","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1310","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","851","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1311","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","851","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1312","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","857","18","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1313","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","858","31","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1314","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","867","5","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1315","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","867","5","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1316","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","878","18","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1317","5","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","880","15","UnusedLocalVariable","Variable 'test' defined but not used","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"1318","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","884","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1319","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","884","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1320","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","887","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1321","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","887","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1322","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","890","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1323","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","890","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1324","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","898","18","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"1325","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","898","18","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1326","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","898","18","StdCyclomaticComplexity","The method 'createEOBDetailsWithNoPrice' has a Standard Cyclomatic Complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1327","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","898","18","NcssMethodCount","The method 'createEOBDetailsWithNoPrice()' has an NCSS line count of 55 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1328","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","898","18","CognitiveComplexity","The method 'createEOBDetailsWithNoPrice(String, String, String, IntPS_NSA__NSA_Error_Log__c, String, Date, String, String, List<String>, String)' has a cognitive complexity of 36, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1329","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","898","18","CyclomaticComplexity","The method 'createEOBDetailsWithNoPrice(String, String, String, IntPS_NSA__NSA_Error_Log__c, String, Date, String, String, List<String>, String)' has a cyclomatic complexity of 13.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1330","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","918","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1331","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","918","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1332","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","922","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1333","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","922","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1334","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","923","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1335","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","923","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1336","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","924","45","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"1337","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","926","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1338","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","926","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1339","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","928","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"1340","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","928","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"1341","5","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/EOBEntryFormController_BM.cls","932","24","UnusedLocalVariable","Variable 'counter' defined but not used","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
